Name,Team,Season,Age,W,L,IP,WAR,ERA,xERA,FIP,xFIP,AVG,WHIP,BABIP,K%,BB%,LOB%,LD%,GB%,FB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Barrel%,K/9,BB/9,K/BB,HR/9,GB/FB,HR/FB,EV,LA,,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc)
Daniel Hudson,LAD,2024,37,6,2,63,0.2,3,3.78,4.18,4.06,0.197,1.03,0.225,25%,8%,79%,14%,39%,48%,41%,38%,21%,12%,56%,31%,12%,9,2.7,3.3,1.4,0.8,0.1,90.4,18.1,,50%,,,,,5%,0.40940941,,,,4%,,,,95.1,,,,,95.1,88.0,,,,88.7,,,-5.19,,,,,-9.53,-0.65,,,,-10.10,,,8.85,,,,,6.15,3.32,,,,7.16,,,3.14,,,,,-0.60,3.77,,,,-0.92,,
Alexis Díaz,CIN,2024,27,2,5,56.1,0.3,3.99,3.78,4.57,5.06,0.205,1.3,0.25,23%,13%,68%,20%,33%,48%,44%,30%,26%,18%,59%,23%,7%,8.8,5,1.8,1,0.7,0.1,88.5,22.6,,58%,,,,,,0.41938776,,,,,,,,93.9,,,,,,87.5,,,,,,,-6.48,,,,,,1.12,,,,,,,7.20,,,,,,1.90,,,,,,,1.51,,,,,,0.83,,,,,,
Grayson Rodriguez,BAL,2024,24,13,4,116.2,2,3.86,3.78,3.66,3.57,0.242,1.24,0.308,26%,7%,76%,21%,41%,38%,42%,36%,22%,15%,53%,33%,8%,10,2.8,3.6,1.2,1.1,0.1,89.2,13.4,,47%,,,,,1%,0.1580628,15%,,,21%,,,,96.1,,,,,96.1,86.5,81.3,,,83.1,,,-7.94,,,,,-10.18,2.15,3.99,,,-7.71,,,9.18,,,,,8.94,1.30,-5.59,,,1.24,,,-3.35,,,,,1.17,-2.84,0.84,,,6.42,,
Nick Lodolo,CIN,2024,26,9,6,115.1,2.1,4.76,3.78,3.95,3.95,0.231,1.2,0.29,25%,8%,68%,19%,45%,36%,42%,33%,25%,14%,57%,28%,8%,9.5,2.9,3.3,1,1.3,0.1,89.2,11.8,,43%,,,,,13%,,27%,,,16%,,,,94.1,,,,,94.1,,81.7,,,88.1,,,11.04,,,,,11.60,,-5.28,,,11.15,,,5.75,,,,,3.20,,0.07,,,0.94,,,0.92,,,,,2.43,,-3.80,,,-0.63,,
Landon Knack,LAD,2024,26,3,5,69,0.5,3.65,3.78,4.72,4.23,0.219,1.1,0.242,24%,6%,86%,19%,31%,50%,51%,29%,20%,14%,51%,35%,10%,9,2.3,3.8,1.8,0.6,0.1,90.6,21.1,,46%,,,,,,0.22976501,16%,,,15%,,,,93.5,,,,,,85.1,79.6,,,84.2,,,-4.54,,,,,,1.80,4.32,,,-5.90,,,11.05,,,,,,1.60,-8.35,,,7.87,,,1.05,,,,,,3.85,-2.88,,,-0.40,,
Chad Green,TOR,2024,33,4,6,53.1,0,3.21,3.8,4.29,4.44,0.211,1.03,0.236,22%,7%,81%,13%,37%,50%,39%,30%,31%,11%,51%,37%,9%,7.8,2.4,3.3,1.4,0.7,0.1,91.3,17.2,,60%,,1%,,,,0.39285714,,,,,,,,95.5,,91.5,,,,87.7,,,,,,,-5.13,,-1.53,,,,0.52,,,,,,,10.58,,7.10,,,,1.80,,,,,,,9.03,,-0.05,,,,-1.24,,,,,,
Will Vest,DET,2024,29,3,4,70.1,1.1,2.82,3.8,2.83,3.47,0.228,1.12,0.287,22%,6%,76%,24%,49%,27%,26%,40%,34%,15%,52%,33%,3%,8.1,2.3,3.5,0.4,1.8,0.1,88.4,7.4,,56%,,,,,13%,0.21600688,,,,10%,,,,96.1,,,,,94.9,86.9,,,,89.0,,,-5.95,,,,,-9.34,2.92,,,,-9.33,,,8.98,,,,,5.27,-1.33,,,,2.64,,,15.36,,,,,2.03,-5.86,,,,2.00,,
Tanner Bibee,CLE,2024,25,12,8,173.2,3.3,3.47,3.8,3.56,3.72,0.228,1.12,0.285,26%,6%,77%,21%,35%,44%,41%,31%,28%,15%,55%,30%,7%,9.7,2.3,4.3,1.1,0.8,0.1,88.4,17.7,,43%,,,,,0%,0.27814802,11%,,,18%,,,,94.6,,,,,93.9,86.2,81.3,,,82.5,,,-3.05,,,,,-8.50,4.23,7.76,,,-8.40,,,9.28,,,,,5.03,2.34,-2.21,,,6.77,,,-8.49,,,,,-0.13,13.83,-2.70,,,0.67,,
Jakob Junis,CIN,2024,31,4,0,67,0.9,2.69,3.83,3.69,3.87,0.202,0.85,0.224,20%,3%,78%,21%,39%,40%,41%,34%,26%,10%,61%,29%,8%,6.9,1.1,6.4,1.1,1,0.1,90,15.1,,10%,,0%,,,36%,0.45281018,,,,8%,,,,92.5,,88.2,,,91.9,83.0,,,,86.6,,,-3.81,,-1.18,,,-8.65,6.87,,,,-7.11,,,7.72,,6.76,,,4.04,0.79,,,,2.14,,,3.73,,-0.26,,,6.64,5.55,,,,-2.07,,
Brennan Bernardino,BOS,2024,32,4,3,51,0.2,4.06,3.83,4.15,3.98,0.253,1.41,0.324,25%,10%,76%,22%,45%,33%,40%,37%,23%,16%,53%,31%,6%,9.9,3.9,2.5,1.1,1.4,0.1,87.9,8.2,,,,11%,,,47%,0.07101281,35%,,,,,,,,,86.8,,,91.4,84.2,78.9,,,,,,,,0.11,,,9.96,-1.49,-8.94,,,,,,,,2.54,,,3.20,0.39,-0.87,,,,,,,,-0.71,,,0.67,1.04,-1.88,,,,,
Kutter Crawford,BOS,2024,28,9,16,183.2,1.9,4.36,3.83,4.65,4.35,0.222,1.12,0.247,23%,7%,70%,18%,33%,49%,42%,33%,24%,16%,55%,29%,10%,8.6,2.5,3.4,1.7,0.7,0.1,88.4,19.8,,34%,,32%,9%,,,0.18497519,,7%,,,,,,92.6,,87.5,82.4,,,80.8,,77.3,,,,,-4.74,,2.44,-4.47,,,6.79,,4.26,,,,,11.48,,5.04,5.28,,,1.08,,-7.91,,,,,-4.14,,4.99,1.13,,,-2.92,,2.31,,,,
Luis Gil,NYY,2024,26,15,7,151.2,2.2,3.5,3.83,4.14,4.36,0.188,1.19,0.237,27%,12%,79%,18%,36%,47%,43%,31%,27%,17%,51%,32%,9%,10.1,4.6,2.2,1.1,0.8,0.1,89.3,19,,49%,,,,,,0.25920361,,,,25%,,,,96.6,,,,,,87.5,,,,91.6,,,-4.07,,,,,,2.28,,,,-9.41,,,10.06,,,,,,4.05,,,,3.18,,,0.74,,,,,,9.44,,,,2.49,,
Nathan Eovaldi,TEX,2024,34,12,8,170.2,2.7,3.8,3.86,3.83,3.47,0.227,1.11,0.271,24%,6%,74%,19%,48%,33%,40%,37%,23%,12%,54%,34%,8%,8.8,2.2,4,1.2,1.5,0.1,89.3,8.8,,37%,,15%,31%,,,0.03319344,14%,,,,,,,95.4,,91.4,88.4,,,86.3,76.7,,,,,,-8.69,,-0.47,-8.41,,,2.03,4.53,,,,,,6.79,,5.29,0.53,,,1.75,-4.27,,,,,,8.09,,-5.46,12.56,,,-0.60,-2.83,,,,,
Joe Ross,MIL,2024,31,3,6,74,0.9,3.77,3.86,3.83,4.5,0.247,1.36,0.298,21%,9%,73%,17%,41%,42%,37%,34%,29%,21%,47%,32%,8%,8,3.5,2.3,0.9,1,0.1,88.7,16.7,,16%,,,,,37%,0.37343358,2%,,,8%,,,,94.8,,,,,94.8,86.6,83.2,,,90.2,,,-4.07,,,,,-8.49,0.82,2.26,,,-10.26,,,7.90,,,,,5.44,1.80,-3.73,,,4.02,,,-5.06,,,,,3.38,1.87,0.48,,,0.43,,
Justin Verlander,HOU,2024,41,5,6,90.1,0.7,5.48,3.88,4.78,5.13,0.27,1.38,0.303,19%,7%,68%,20%,28%,52%,37%,35%,28%,19%,54%,27%,7%,7.4,2.7,2.7,1.5,0.5,0.1,88.6,20.9,,49%,,,,,,0.19303797,22%,,,10%,,,,93.5,,,,,,86.7,77.6,,,84.0,,,-5.44,,,,,,1.66,3.56,,,-8.10,,,11.61,,,,,,4.00,-7.36,,,6.12,,,-4.55,,,,,,2.01,-5.04,,,-0.92,,
Luis Severino,NYM,2024,30,11,7,182,2.1,3.91,3.88,4.21,4.12,0.241,1.24,0.283,21%,8%,74%,18%,46%,36%,37%,35%,27%,20%,51%,29%,6%,8,3,2.7,1.1,1.3,0.1,87.1,12.7,,35%,,8%,,,25%,0.24160609,,,,8%,,,,96.2,,92.6,,,95.6,85.6,,,,86.1,,,-4.29,,-0.05,,,-8.71,6.47,,,,-8.61,,,9.21,,4.83,,,6.95,1.49,,,,4.35,,,1.50,,2.44,,,8.84,1.83,,,,-7.88,,
Reynaldo López,ATL,2024,30,8,5,135.2,3.5,1.99,3.88,2.92,3.44,0.216,1.11,0.287,27%,8%,87%,22%,39%,38%,36%,36%,28%,14%,55%,30%,9%,9.8,2.8,3.5,0.7,1,0.1,89.8,13.8,,55%,,,,,,0.29383886,12%,,,4%,,,,95.5,,,,,,85.0,77.0,,,86.1,,,-4.69,,,,,,2.46,3.65,,,-6.18,,,9.63,,,,,,-0.73,-4.39,,,6.60,,,13.81,,,,,,8.98,3.93,,,-2.90,,
Erick Fedde,STL,2024,31,9,9,177.1,3.4,3.3,3.88,3.86,4.12,0.23,1.16,0.271,21%,7%,79%,19%,42%,39%,37%,37%,26%,18%,51%,31%,8%,7.8,2.6,3,1,1.1,0.1,88.6,14.8,,0%,,32%,,,31%,0.20166033,,,,16%,,,,92.9,,89.9,,,93.0,83.5,,,,87.7,,,-1.89,,1.16,,,-5.53,6.00,,,,-6.54,,,6.06,,4.11,,,5.55,2.88,,,,2.38,,,-0.56,,4.01,,,5.30,7.47,,,,-2.54,,
Freddy Peralta,MIL,2024,28,11,9,173.2,2.3,3.68,3.88,4.16,3.93,0.221,1.21,0.278,28%,9%,80%,19%,37%,45%,38%,36%,26%,20%,49%,32%,9%,10.4,3.5,2.9,1.3,0.8,0.1,87.6,17.3,,54%,,,,,,0.21656882,7%,,,17%,,,,94.3,,,,,,81.4,78.1,,,87.7,,,-4.70,,,,,,3.32,1.83,,,-9.64,,,9.54,,,,,,1.31,-2.84,,,2.64,,,0.87,,,,,,-0.59,0.78,,,4.50,,
José Alvarado,PHI,2024,29,2,5,61.2,0.6,4.09,3.91,3.8,3.81,0.214,1.25,0.269,24%,11%,69%,22%,46%,32%,40%,33%,28%,17%,51%,32%,7%,9.2,4.1,2.3,0.9,1.4,0.1,89.5,12.6,,,,40%,,,59%,,0%,,,,,,,,,92.5,,,97.8,,85.4,,,,,,,,0.62,,,7.27,,-1.14,,,,,,,,4.12,,,9.09,,0.02,,,,,,,,1.93,,,5.17,,0.19,,,,,
Yariel Rodríguez,TOR,2024,27,1,8,86.2,1,4.47,3.91,4.34,4.42,0.228,1.32,0.275,23%,11%,70%,21%,37%,42%,39%,34%,27%,18%,54%,27%,6%,8.8,4.2,2.1,1.1,0.9,0.1,87.8,16.8,,41%,,,10%,,11%,0.28229028,10%,,,,,,,93.9,,,88.9,,93.4,84.6,78.3,,,,,,-1.77,,,-7.99,,-8.88,4.57,7.52,,,,,,6.85,,,3.40,,5.56,1.24,-6.77,,,,,,-0.76,,,-1.69,,4.83,2.84,-4.47,,,,,
Ryan Pressly,HOU,2024,35,2,3,56.2,0.8,3.49,3.94,3.1,3.43,0.259,1.34,0.333,24%,7%,73%,23%,49%,29%,42%,38%,21%,13%,53%,33%,8%,9.2,2.9,3.2,0.6,1.7,0.1,89.8,6.2,,33%,,,,,2%,0.28895769,25%,,,11%,,,,93.8,,,,,93.6,89.6,82.4,,,89.5,,,-0.25,,,,,-6.73,2.58,8.75,,,-6.94,,,9.58,,,,,6.91,2.06,-6.23,,,2.95,,,-1.83,,,,,-0.96,2.57,0.10,,,-0.66,,
Luis Castillo,SEA,2024,31,11,12,175.1,2.3,3.64,3.94,3.91,3.82,0.237,1.17,0.285,24%,7%,78%,19%,39%,42%,41%,33%,26%,16%,52%,32%,9%,9,2.4,3.7,1.3,0.9,0.1,89.7,16.3,,45%,,,,,18%,0.22381786,,,,14%,,,,95.6,,,,,95.6,85.7,,,,88.1,,,-7.82,,,,,-11.04,-0.24,,,,-10.33,,,6.89,,,,,2.28,0.47,,,,-0.02,,,12.63,,,,,-2.12,4.18,,,,-6.66,,
Zac Gallen,ARI,2024,28,14,6,148,2.8,3.65,3.94,3.38,3.62,0.236,1.26,0.305,25%,9%,75%,20%,46%,34%,40%,37%,23%,13%,52%,35%,7%,9.5,3.3,2.9,0.8,1.4,0.1,90,11.8,,46%,,3%,,,0%,0.0871303,,28%,,14%,,,,93.7,,90.3,,,94.7,87.0,,81.0,,86.6,,,-3.50,,1.02,,,-7.16,2.04,,1.90,,-7.48,,,9.95,,5.45,,,12.42,2.03,,-6.08,,3.21,,,-6.41,,-0.60,,,-0.03,-1.23,,15.92,,1.49,,
Gavin Stone,LAD,2024,25,11,5,140.1,2,3.53,3.94,4.01,4.02,0.246,1.21,0.283,20%,6%,80%,19%,44%,37%,41%,34%,25%,17%,54%,29%,6%,7.4,2.4,3.1,1.2,1.2,0.1,88.2,11.2,,25%,,5%,,,23%,0.16496283,4%,,,27%,,,,94.9,,92.3,,,95.3,88.7,83.3,,,87.5,,,-5.36,,-1.59,,,-8.82,0.96,0.92,,,-8.39,,,9.51,,6.70,,,7.41,0.81,-3.48,,,3.51,,,0.51,,0.56,,,-3.33,3.42,1.32,,,4.68,,
Fernando Cruz,CIN,2024,34,3,8,66.2,1.2,4.86,3.97,3.27,2.67,0.214,1.34,0.336,38%,12%,70%,28%,36%,36%,46%,34%,20%,18%,46%,36%,10%,14.7,4.7,3.1,1.2,1,0.2,88.6,13.9,,33%,,25%,42%,,,,,,,0%,,,,94.6,,88.6,81.5,,,,,,,83.8,,,-4.19,,2.04,-3.60,,,,,,,9.33,,,9.91,,4.56,2.14,,,,,,,3.82,,,-0.09,,-6.01,8.73,,,,,,,-0.05,,
Jameson Taillon,CHC,2024,32,12,8,165.1,2.3,3.27,3.97,3.92,4.16,0.24,1.13,0.269,19%,5%,76%,19%,40%,40%,44%,33%,22%,14%,54%,33%,7%,6.8,1.8,3.8,1.1,1,0.1,89.7,15.9,,30%,,25%,,,11%,0.15505437,15%,,,4%,,,,92.3,,86.5,,,92.5,80.4,79.5,,,86.0,,,-4.25,,2.72,,,-7.58,8.39,5.31,,,-8.38,,,9.40,,4.84,,,8.26,0.42,-5.91,,,5.92,,,-2.01,,13.21,,,4.00,2.48,-3.77,,,-2.60,,
Dylan Floro,ARI,2024,33,6,4,68.2,0.6,3.8,3.97,3.5,4.1,0.249,1.19,0.288,17%,6%,68%,21%,45%,33%,35%,34%,31%,13%,55%,32%,4%,6.3,2.2,2.8,0.7,1.4,0.1,90.2,10.9,,16%,,,,,48%,0.26915521,,,,10%,,,,89.8,,,,,89.9,83.3,,,,83.5,,,-6.12,,,,,-9.95,-0.54,,,,-10.25,,,7.96,,,,,4.94,2.94,,,,2.29,,,2.09,,,,,6.74,1.18,,,,-0.51,,
José Ruiz,PHI,2024,29,5,1,51,0.1,3.71,3.97,4.23,3.67,0.256,1.33,0.309,24%,8%,80%,21%,45%,34%,41%,34%,24%,11%,53%,36%,8%,9.2,3,3.1,1.4,1.3,0.2,90.7,11.9,,28%,,,,,24%,0.0377129,41%,,,3%,,,,96.3,,,,,95.8,92.3,86.2,,,89.9,,,-3.70,,,,,-8.15,-0.86,0.22,,,-8.92,,,10.37,,,,,7.59,8.24,-1.65,,,5.08,,,-1.06,,,,,1.41,-0.36,-1.27,,,-0.33,,
Ronel Blanco,HOU,2024,30,13,6,167.1,2.1,2.8,3.97,4.15,4.09,0.188,1.09,0.22,25%,10%,84%,18%,40%,42%,45%,34%,21%,18%,51%,32%,9%,8.9,3.7,2.4,1.2,1,0.1,88.7,16.4,,38%,,,,,,0.30170847,9%,,,22%,,,,93.4,,,,,,86.4,80.1,,,85.2,,,-4.47,,,,,,0.74,5.03,,,-7.92,,,10.87,,,,,,4.65,-0.74,,,3.38,,,-4.47,,,,,,18.56,6.58,,,-0.96,,
Spencer Arrighetti,HOU,2024,24,7,13,145,1.6,4.53,3.97,4.18,4.01,0.248,1.41,0.321,27%,10%,72%,22%,36%,42%,44%,32%,25%,15%,54%,31%,8%,10.6,4,2.6,1.3,0.9,0.1,88.9,16.4,,41%,,20%,,,,0.10778443,20%,,,9%,,,,94.1,,88.2,,,,80.8,78.4,,,85.5,,,-7.30,,1.22,,,,7.56,7.82,,,-9.12,,,8.77,,4.49,,,,0.91,-5.16,,,2.96,,,-13.68,,2.81,,,,2.66,3.99,,,-5.41,,
Ryan Thompson,ARI,2024,32,7,5,66.1,0.9,3.26,3.99,3.3,3.35,0.25,1.19,0.296,19%,6%,74%,16%,61%,23%,45%,39%,16%,20%,48%,33%,7%,7.1,2,3.5,0.7,2.7,0.1,90,-0.5,,10%,,,,,64%,0.2569089,,,,,,,,92.5,,,,,91.0,79.0,,,,,,,-7.75,,,,,-9.17,6.26,,,,,,,3.52,,,,,-3.71,4.14,,,,,,,-0.66,,,,,5.53,0.83,,,,,,
Aaron Civale,MIL,2024,29,8,9,161,0.9,4.36,3.99,4.74,4.31,0.25,1.3,0.285,22%,8%,76%,22%,36%,43%,41%,34%,25%,15%,54%,32%,7%,8.3,2.9,2.9,1.6,0.8,0.1,89.4,17.2,,10%,,32%,2%,,24%,0.16265283,16%,,,,,,,92.0,,88.1,85.6,,92.6,80.5,77.1,,,,,,-3.12,,1.85,-9.44,,-8.29,8.94,7.21,,,,,,10.68,,4.57,5.23,,7.53,-1.05,-9.60,,,,,,-4.52,,9.42,-2.62,,0.40,-4.53,-5.74,,,,,
Joel Payamps,MIL,2024,30,3,7,59,0.6,3.05,4.02,3.73,3.8,0.181,0.97,0.215,25%,8%,73%,20%,39%,41%,46%,35%,20%,17%,51%,33%,10%,9,2.7,3.3,1.1,0.9,0.1,89.4,15.9,,33%,,,,,19%,0.40266963,,,,8%,,,,94.8,,,,,94.7,83.8,,,,89.5,,,-5.85,,,,,-9.63,5.77,,,,-10.33,,,8.84,,,,,5.27,0.21,,,,2.73,,,1.94,,,,,4.84,3.18,,,,-1.14,,
Ben Lively,CLE,2024,32,13,10,151,0.8,3.81,4.02,4.66,4.57,0.24,1.25,0.265,19%,8%,78%,17%,42%,41%,41%,37%,23%,13%,56%,31%,7%,7,2.9,2.4,1.4,1,0.1,90.1,14,,31%,,,,,29%,0.21778886,9%,,,9%,,,,89.9,,,,,90.4,79.4,76.9,,,83.9,,,-5.24,,,,,-8.09,4.92,4.77,,,-8.87,,,8.66,,,,,6.59,2.02,-2.96,,,4.26,,,-1.57,,,,,3.89,-0.07,-0.23,,,-1.73,,
Spencer Turnbull,PHI,2024,31,3,0,54.1,0.7,2.65,4.02,3.85,3.8,0.188,1.05,0.233,26%,9%,84%,17%,47%,36%,41%,40%,19%,14%,55%,31%,7%,9.6,3.3,2.9,1,1.3,0.1,87.8,10.7,,35%,,,,,12%,0.38537118,9%,,,5%,,,,92.0,,,,,93.2,83.9,78.8,,,87.7,,,-0.74,,,,,-8.34,6.76,7.43,,,-10.46,,,5.64,,,,,3.73,3.26,-7.89,,,0.31,,,-1.40,,,,,-1.80,6.99,1.64,,,0.66,,
Davis Martin,CHW,2024,27,0,5,50,0.6,4.32,4.02,4.27,4.57,0.26,1.46,0.321,21%,10%,75%,17%,46%,37%,46%,34%,21%,22%,49%,29%,8%,8.5,4.1,2,0.9,1.2,0.1,87.9,11.9,,28%,,17%,,,,0.26793722,8%,,,20%,,,,93.6,,89.0,,,,83.6,78.4,,,89.3,,,-4.03,,-0.64,,,,3.73,6.14,,,-8.44,,,9.36,,4.54,,,,1.06,-6.48,,,0.77,,,-5.15,,2.48,,,,2.93,-1.73,,,-0.27,,
Cade Povich,BAL,2024,24,3,9,79.2,0.5,5.2,4.02,4.79,4.99,0.254,1.43,0.291,20%,10%,68%,18%,35%,47%,45%,33%,22%,18%,53%,29%,9%,7.8,3.8,2,1.4,0.8,0.1,88.4,17.8,,41%,,7%,,,8%,0.12958963,20%,,,11%,,,,92.4,,88.3,,,91.5,82.6,76.3,,,86.1,,,5.95,,-1.16,,,9.35,-4.30,-5.72,,,8.81,,,9.65,,5.37,,,6.57,1.60,-8.24,,,4.60,,,3.15,,-3.25,,,1.00,-0.77,-6.15,,,-3.09,,
Luke Jackson,ATL,2024,32,4,3,53,-0.1,5.09,4.05,4.24,3.81,0.251,1.47,0.319,25%,11%,67%,18%,51%,31%,40%,42%,18%,12%,56%,32%,9%,10,4.4,2.3,1.2,1.6,0.2,89.2,8.4,,32%,,1%,,,,0.53326063,14%,,,,,,,94.7,,90.6,,,,87.3,84.5,,,,,,-3.52,,0.30,,,,-0.71,1.32,,,,,,10.62,,5.73,,,,-2.69,-6.43,,,,,,-1.28,,-0.26,,,,-0.28,0.13,,,,,
Andrew Kittredge,STL,2024,34,5,5,70.2,0.3,2.8,4.05,3.96,3.64,0.225,1.13,0.263,23%,7%,82%,19%,45%,36%,43%,39%,19%,16%,56%,28%,9%,8.5,2.5,3.4,1.3,1.3,0.1,88.9,11.8,,13%,,1%,,,38%,0.49368319,,,,,,,,94.0,,88.2,,,94.7,88.1,,,,,,,-1.00,,3.79,,,-8.99,3.06,,,,,,,8.38,,1.16,,,5.60,0.63,,,,,,,0.83,,-0.35,,,-0.53,6.46,,,,,,
Michael Wacha,KCR,2024,32,13,8,166.2,3.3,3.35,4.05,3.65,4.14,0.243,1.19,0.29,21%,7%,77%,20%,39%,41%,43%,31%,26%,21%,51%,28%,8%,7.8,2.4,3.2,0.9,0.9,0.1,86.9,15.7,,24%,,11%,,,15%,0.09223674,8%,,,32%,,,,93.6,,88.8,,,93.6,84.1,75.2,,,81.2,,,-4.28,,0.12,,,-7.83,0.82,6.48,,,-7.87,,,10.64,,6.03,,,8.68,1.18,-6.91,,,3.51,,,2.38,,-2.78,,,1.15,-5.73,-3.49,,,18.99,,
